ID	Length	Source	ExonCount	CDSLength	Coverage	Integrity
PdomMRNAr1.2-09768.1	3391	genemark	8	2412	1.00	0.98
PdomMRNAr1.2-09769.1	3666	genemark	4	300	1.00	0.80
PdomMRNAr1.2-09770.1	3129	genemark	3	1632	1.00	0.95
PdomMRNAr1.2-09771.1	3460	snap	2	330	0.31	0.09
PdomMRNAr1.2-09772.1	4637	VIGA	16	2691	0.02	0.00
PdomMRNAr1.2-09773.1	2179	VIGA	7	792	1.00	1.00
PdomMRNAr1.2-09774.1	2839	VIGA	5	747	1.00	0.75
PdomMRNAr1.2-09775.1	1939	genemark	2	438	1.00	0.35
PdomMRNAr1.2-09777.1	4926	snap	15	1995	0.87	0.87
PdomMRNAr1.2-09778.1	787	snap	2	228	1.00	0.30
PdomMRNAr1.2-09779.1	2384	snap	3	330	0.04	0.01
PdomMRNAr1.2-09780.1	2664	VIGA	1	2664	0.98	0.90
PdomMRNAr1.2-09781.1	897	snap	3	237	1.00	0.30
PdomMRNAr1.2-09782.1	993	genemark	2	456	0.11	0.03
PdomMRNAr1.2-09783.1	18905	genemark	7	1212	0.98	0.94
PdomMRNAr1.2-09784.1	4454	genemark	10	1995	1.00	1.00
PdomMRNAr1.2-09785.1	12682	genemark	15	6903	1.00	0.96
PdomMRNAr1.2-09786.1	4338	augustus	8	2781	1.00	0.98
PdomMRNAr1.2-09787.1	1515	augustus	3	894	0.76	0.23
PdomMRNAr1.2-09788.1	3507	augustus	8	1686	1.00	0.99
PdomMRNAr1.2-09789.1	9128	augustus	30	4935	0.24	0.16
PdomMRNAr1.2-09790.1	12636	VIGA	8	1785	1.00	0.98
PdomMRNAr1.2-09791.1	899	augustus	2	471	1.00	0.30
PdomMRNAr1.2-09792.1	9012	augustus	4	711	0.30	0.09
PdomMRNAr1.2-09793.1	2518	genemark	8	1728	0.76	0.79
PdomMRNAr1.2-09794.1	14483	genemark	10	1518	0.97	0.83
PdomMRNAr1.2-09795.1	6741	snap	5	924	1.00	1.00
PdomMRNAr1.2-09796.1	7685	genemark	21	3156	1.00	1.00
PdomMRNAr1.2-09797.1	1799	snap	6	918	1.00	0.83
PdomMRNAr1.2-09798.1	779	snap	3	264	1.00	0.30
PdomMRNAr1.2-09799.1	1173	augustus	5	750	0.48	0.14
PdomMRNAr1.2-09800.1	36753	augustus	6	1059	0.78	0.51
PdomMRNAr1.2-09801.1	3696	augustus	8	1167	0.00	0.00
PdomMRNAr1.2-09802.1	1643	genemark	6	927	1.00	0.94
PdomMRNAr1.2-09803.1	4723	genemark	7	2799	1.00	1.00
PdomMRNAr1.2-09804.1	2832	augustus	8	930	1.00	1.00
PdomMRNAr1.2-09805.1	694	genemark	2	231	0.17	0.05
PdomMRNAr1.2-09806.1	6166	VIGA	8	1566	1.00	0.90
PdomMRNAr1.2-09807.1	1491	snap	4	846	0.59	0.18
PdomMRNAr1.2-09808.1	32862	VIGA	16	3222	0.93	0.85
PdomMRNAr1.2-09809.1	11614	VIGA	5	1485	1.00	0.98
PdomMRNAr1.2-09810.1	2719	VIGA	6	759	1.00	0.90
PdomMRNAr1.2-09811.1	2278	snap	3	258	1.00	0.60
PdomMRNAr1.2-09812.1	2248	genemark	4	1074	1.00	0.97
PdomMRNAr1.2-09813.1	4154	genemark	9	1596	1.00	1.00
PdomMRNAr1.2-09814.1	375	genemark	1	375	1.00	0.86
PdomMRNAr1.2-09815.1	4635	genemark	10	1638	1.00	1.00
PdomMRNAr1.2-09816.1	817	snap	3	210	1.00	0.30
PdomMRNAr1.2-09817.1	5014	augustus	15	2772	1.00	0.81
PdomMRNAr1.2-09818.1	14761	genemark	7	1908	0.78	0.77
PdomMRNAr1.2-09819.1	645	genemark	2	294	0.99	0.94
PdomMRNAr1.2-09820.1	1348	genemark	3	1161	1.00	0.92
PdomMRNAr1.2-09821.1	28391	augustus	23	3582	0.98	0.91
PdomMRNAr1.2-09822.1	647	snap	2	273	1.00	0.35
PdomMRNAr1.2-09824.1	632	augustus	2	243	1.00	0.95
PdomMRNAr1.2-09825.1	2148	VIGA	3	636	1.00	0.94
PdomMRNAr1.2-09826.1	3196	augustus	5	963	1.00	1.00
PdomMRNAr1.2-09827.1	2202	genemark	4	1146	1.00	0.96
PdomMRNAr1.2-09829.1	3888	genemark	6	747	1.00	0.78
PdomMRNAr1.2-09830.1	14234	genemark	11	1440	0.97	0.88
PdomMRNAr1.2-09831.1	9559	augustus	8	2253	0.45	0.27
PdomMRNAr1.2-09832.1	5028	augustus	15	3141	0.99	0.90
PdomMRNAr1.2-09833.1	1175	augustus	4	402	1.00	1.00
PdomMRNAr1.2-09834.1	3005	augustus	6	1224	1.00	0.95
PdomMRNAr1.2-09835.1	4103	augustus	6	540	1.00	0.98
PdomMRNAr1.2-09836.1	3528	genemark	5	774	1.00	1.00
PdomMRNAr1.2-09837.1	7160	augustus	5	3093	1.00	0.75
PdomMRNAr1.2-09838.1	2716	VIGA	9	1311	1.00	0.88
PdomMRNAr1.2-09839.1	5006	snap	4	339	0.00	0.00
PdomMRNAr1.2-09840.1	3097	augustus	6	2112	1.00	0.96
PdomMRNAr1.2-09841.1	9841	augustus	24	6195	0.95	0.91
PdomMRNAr1.2-09842.1	3991	augustus	6	939	1.00	0.88
PdomMRNAr1.2-09843.1	1460	augustus	4	1236	1.00	0.50
PdomMRNAr1.2-09844.1	2047	augustus	6	1365	1.00	0.99
PdomMRNAr1.2-09845.1	4099	snap	9	2868	1.00	0.97
PdomMRNAr1.2-09846.1	2187	snap	4	207	0.31	0.09
PdomMRNAr1.2-09847.1	3175	snap	3	372	0.00	0.00
PdomMRNAr1.2-09848.1	709	snap	2	246	0.18	0.05
PdomMRNAr1.2-09849.1	2395	snap	5	462	0.79	0.24
PdomMRNAr1.2-09850.1	19998	genemark	40	8655	1.00	0.96
PdomMRNAr1.2-09851.1	4287	augustus	10	1773	1.00	1.00
PdomMRNAr1.2-09852.1	2012	snap	3	315	0.58	0.17
PdomMRNAr1.2-09853.1	1364	snap	7	417	1.00	0.30
PdomMRNAr1.2-09856.1	3049	genemark	10	1818	1.00	0.82
PdomMRNAr1.2-09857.1	330	genemark	2	228	0.00	0.00
PdomMRNAr1.2-09858.1	5161	augustus	4	2574	1.00	1.00
PdomMRNAr1.2-09859.1	470	augustus	2	222	0.00	0.00
PdomMRNAr1.2-09860.1	756	snap	3	531	0.00	0.00
PdomMRNAr1.2-09861.1	1381	genemark	4	504	1.00	0.95
PdomMRNAr1.2-09862.1	4928	genemark	6	1059	1.00	1.00
PdomMRNAr1.2-09863.1	360	augustus	2	258	1.00	0.90
PdomMRNAr1.2-09865.1	2279	genemark	6	1599	1.00	0.97
PdomMRNAr1.2-09866.1	14086	genemark	9	2847	1.00	0.75
PdomMRNAr1.2-09867.1	810	augustus	1	810	1.00	0.90
PdomMRNAr1.2-09868.1	1992	genemark	5	1638	1.00	0.90
PdomMRNAr1.2-09869.1	3229	snap	7	1644	1.00	0.90
PdomMRNAr1.2-09870.1	6708	augustus	3	846	1.00	0.63
PdomMRNAr1.2-09871.1	2323	snap	7	1248	0.97	0.69
PdomMRNAr1.2-09872.1	3308	snap	6	1557	0.99	0.54
PdomMRNAr1.2-09873.1	2974	genemark	8	1479	1.00	0.98
PdomMRNAr1.2-09874.1	1346	genemark	2	648	1.00	0.35
PdomMRNAr1.2-09875.1	2306	genemark	7	1095	1.00	0.95
PdomMRNAr1.2-09876.1	5394	VIGA	1	5394	1.00	0.90
PdomMRNAr1.2-09877.1	2174	snap	6	1308	1.00	1.00
PdomMRNAr1.2-09878.1	1747	snap	3	279	1.00	0.30
PdomMRNAr1.2-09879.1	5632	augustus	12	1398	1.00	0.95
PdomMRNAr1.2-09880.1	3735	snap	5	516	1.00	0.50
PdomMRNAr1.2-09881.1	3222	snap	6	2139	0.98	0.75
PdomMRNAr1.2-09882.1	11538	augustus	16	1383	1.00	0.92
PdomMRNAr1.2-09883.1	2181	snap	3	318	0.89	0.27
PdomMRNAr1.2-09884.1	2759	genemark	6	1581	1.00	0.99
PdomMRNAr1.2-09885.1	3832	augustus	11	2427	1.00	1.00
PdomMRNAr1.2-09886.1	4599	genemark	8	3291	0.00	0.00
PdomMRNAr1.2-09887.1	3713	snap	4	435	1.00	0.55
PdomMRNAr1.2-09888.1	3696	VIGA	8	1650	1.00	0.97
PdomMRNAr1.2-09889.1	979	snap	3	219	1.00	0.99
PdomMRNAr1.2-09891.1	1945	augustus	6	1224	1.00	0.66
PdomMRNAr1.2-09892.1	1317	snap	5	597	0.59	0.63
PdomMRNAr1.2-09893.1	11907	augustus	8	795	1.00	1.00
PdomMRNAr1.2-09894.1	7065	genemark	7	1032	1.00	0.90
PdomMRNAr1.2-09895.1	22360	augustus	9	639	1.00	0.77
PdomMRNAr1.2-09896.1	508	augustus	2	375	0.00	0.00
PdomMRNAr1.2-09898.1	950	genemark	4	663	1.00	0.70
PdomMRNAr1.2-09900.1	824	genemark	4	558	1.00	0.90
PdomMRNAr1.2-09901.1	7268	augustus	15	2901	1.00	0.94
PdomMRNAr1.2-09902.1	3181	snap	4	270	1.00	1.00
PdomMRNAr1.2-09903.1	1893	genemark	4	621	1.00	1.00
PdomMRNAr1.2-09904.1	966	snap	2	261	1.00	0.99
PdomMRNAr1.2-09905.1	4967	snap	5	522	0.52	0.16
PdomMRNAr1.2-09906.1	3778	VIGA	6	1983	0.98	0.96
PdomMRNAr1.2-09907.1	1359	VIGA	3	393	1.00	0.94
PdomMRNAr1.2-09908.1	3907	VIGA	3	2370	1.00	1.00
PdomMRNAr1.2-09909.1	2084	snap	4	360	0.05	0.02
PdomMRNAr1.2-09910.1	2709	VIGA	4	888	1.00	0.99
PdomMRNAr1.2-09911.1	3030	VIGA	5	1011	1.00	0.99
PdomMRNAr1.2-09912.1	6883	snap	2	282	0.10	0.03
PdomMRNAr1.2-09913.1	5907	snap	4	402	0.74	0.22
PdomMRNAr1.2-09914.1	6725	augustus	7	1503	0.06	0.02
PdomMRNAr1.2-09915.1	1668	snap	5	1356	1.00	0.75
PdomMRNAr1.2-09916.1	3012	snap	5	2163	1.00	0.60
PdomMRNAr1.2-09917.1	3650	augustus	4	957	1.00	0.75
PdomMRNAr1.2-09918.1	8781	augustus	8	1569	1.00	0.91
PdomMRNAr1.2-09919.1	1872	genemark	3	1419	1.00	0.95
PdomMRNAr1.2-09920.1	9869	augustus	14	2802	1.00	0.92
PdomMRNAr1.2-09921.1	1405	snap	3	204	0.00	0.00
PdomMRNAr1.2-09922.1	479	snap	3	237	0.38	0.12
PdomMRNAr1.2-09923.1	2736	snap	6	1650	1.00	1.00
PdomMRNAr1.2-09924.1	7486	snap	6	648	0.04	0.01
PdomMRNAr1.2-09925.1	3101	genemark	4	1032	1.00	1.00
PdomMRNAr1.2-09926.1	1979	snap	4	417	0.31	0.09
PdomMRNAr1.2-09927.1	929	snap	3	273	1.00	0.30
PdomMRNAr1.2-09928.1	1615	snap	4	447	1.00	1.00
PdomMRNAr1.2-09929.1	2680	genemark	5	639	0.08	0.02
PdomMRNAr1.2-09930.1	684	augustus	2	339	0.97	0.94
PdomMRNAr1.2-09931.1	1805	snap	3	1062	1.00	0.30
PdomMRNAr1.2-09932.1	12645	augustus	10	3363	1.00	1.00
PdomMRNAr1.2-09933.1	741	genemark	4	423	0.00	0.00
PdomMRNAr1.2-09934.1	16332	genemark	8	2028	1.00	0.90
PdomMRNAr1.2-09935.1	3406	genemark	11	2172	1.00	0.98
PdomMRNAr1.2-09936.1	1857	augustus	5	1161	1.00	0.78
PdomMRNAr1.2-09937.1	1377	augustus	1	1377	1.00	0.90
PdomMRNAr1.2-09938.1	6485	genemark	6	942	1.00	1.00
PdomMRNAr1.2-09939.1	420	genemark	2	339	0.38	0.11
PdomMRNAr1.2-09940.1	5132	genemark	7	1428	1.00	1.00
PdomMRNAr1.2-09941.1	7471	snap	4	324	0.00	0.00
PdomMRNAr1.2-09942.1	2386	snap	5	690	1.00	1.00
PdomMRNAr1.2-09943.1	12279	snap	9	1518	1.00	0.84
PdomMRNAr1.2-09944.1	2488	snap	3	294	0.48	0.15
PdomMRNAr1.2-09945.1	2329	snap	5	1023	1.00	1.00
PdomMRNAr1.2-09946.1	1513	augustus	3	360	1.00	1.00
PdomMRNAr1.2-09947.1	4000	snap	6	2919	1.00	0.57
PdomMRNAr1.2-09948.1	3031	snap	8	1572	1.00	0.96
PdomMRNAr1.2-09950.1	836	snap	2	267	1.00	0.35
PdomMRNAr1.2-09951.1	2636	augustus	8	1431	0.99	0.68
PdomMRNAr1.2-09952.1	2995	augustus	8	1587	1.00	0.90
PdomMRNAr1.2-09953.1	2157	augustus	8	1440	1.00	0.77
PdomMRNAr1.2-09954.1	3223	augustus	7	2727	1.00	0.70
PdomMRNAr1.2-09955.1	1939	snap	3	210	1.00	0.65
PdomMRNAr1.2-09956.1	1994	genemark	3	918	1.00	0.98
PdomMRNAr1.2-09957.1	761	snap	3	246	0.00	0.00
PdomMRNAr1.2-09958.1	342	snap	2	237	0.23	0.07
PdomMRNAr1.2-09959.1	4945	genemark	5	3210	1.00	1.00
PdomMRNAr1.2-09960.1	1136	snap	4	273	0.87	0.31
PdomMRNAr1.2-09961.1	2659	genemark	4	1122	1.00	0.96
PdomMRNAr1.2-09962.1	2490	snap	6	396	0.89	0.27
PdomMRNAr1.2-09963.1	3476	snap	5	354	0.00	0.00
PdomMRNAr1.2-09964.1	1378	genemark	3	345	1.00	0.95
PdomMRNAr1.2-09965.1	1863	genemark	5	675	1.00	0.97
PdomMRNAr1.2-09966.1	2125	augustus	3	1047	1.00	0.70
PdomMRNAr1.2-09967.1	13950	snap	12	1704	0.31	0.09
PdomMRNAr1.2-09968.1	12532	VIGA	10	1587	0.03	0.01
PdomMRNAr1.2-09969.1	43421	VIGA	8	1233	0.00	0.00
PdomMRNAr1.2-09970.1	5351	snap	5	351	0.68	0.21
PdomMRNAr1.2-09971.1	1157	augustus	2	243	1.00	1.00
PdomMRNAr1.2-09972.1	2147	snap	3	273	0.47	0.18
PdomMRNAr1.2-09973.1	3415	augustus	8	1824	1.00	1.00
PdomMRNAr1.2-09974.1	4354	augustus	5	954	1.00	0.98
PdomMRNAr1.2-09975.1	1377	augustus	3	807	1.00	0.99
PdomMRNAr1.2-09976.1	22624	genemark	32	9777	1.00	0.98
PdomMRNAr1.2-09977.1	1695	genemark	2	372	1.00	0.98
PdomMRNAr1.2-09979.1	3981	augustus	14	2340	1.00	0.95
PdomMRNAr1.2-09980.1	1432	genemark	3	600	1.00	0.98
PdomMRNAr1.2-09981.1	5529	augustus	8	1104	1.00	0.86
PdomMRNAr1.2-09982.1	5316	augustus	8	2676	0.97	0.99
PdomMRNAr1.2-09983.1	1589	genemark	4	528	1.00	1.00
PdomMRNAr1.2-09984.1	2688	augustus	5	1716	0.98	0.74
PdomMRNAr1.2-09985.1	12302	VIGA	16	3111	0.93	0.89
PdomMRNAr1.2-09986.1	17521	augustus	18	5181	0.91	0.82
PdomMRNAr1.2-09987.1	4236	augustus	6	879	1.00	0.88
PdomMRNAr1.2-09988.1	6791	augustus	20	3627	1.00	0.94
PdomMRNAr1.2-09989.1	4801	genemark	10	1419	1.00	1.00
PdomMRNAr1.2-09990.1	13446	VIGA	7	909	0.00	0.00
PdomMRNAr1.2-09991.1	15334	genemark	12	3264	0.99	0.94
PdomMRNAr1.2-09992.1	1542	augustus	4	936	1.00	0.95
PdomMRNAr1.2-09993.1	5674	snap	6	204	0.00	0.00
PdomMRNAr1.2-09994.1	7961	VIGA	9	2220	1.00	1.00
PdomMRNAr1.2-09995.1	2074	augustus	4	276	0.64	0.19
PdomMRNAr1.2-09996.1	15693	augustus	9	1470	0.04	0.01
PdomMRNAr1.2-09997.1	635	genemark	2	525	0.00	0.00
PdomMRNAr1.2-09998.1	2778	augustus	3	819	0.92	0.28
PdomMRNAr1.2-09999.1	4041	augustus	9	1728	1.00	0.82
PdomMRNAr1.2-10000.1	6594	VIGA	14	4854	1.00	0.95
PdomMRNAr1.2-10001.1	2737	snap	3	687	1.00	0.95
PdomMRNAr1.2-10002.1	7309	augustus	18	5433	1.00	0.90
PdomMRNAr1.2-10003.1	426	genemark	1	426	0.00	0.00
PdomMRNAr1.2-10004.1	1221	augustus	4	822	1.00	0.75
PdomMRNAr1.2-10005.1	3577	augustus	9	2160	1.00	1.00
PdomMRNAr1.2-10006.1	10534	augustus	3	273	1.00	1.00
PdomMRNAr1.2-10007.1	3397	augustus	8	1755	1.00	0.99
PdomMRNAr1.2-10008.1	1216	augustus	2	360	0.00	0.00
PdomMRNAr1.2-10009.1	24036	augustus	6	840	0.33	0.10
PdomMRNAr1.2-10010.1	2965	genemark	12	1386	1.00	0.95
PdomMRNAr1.2-10011.1	2914	augustus	7	1563	1.00	1.00
PdomMRNAr1.2-10012.1	669	genemark	3	396	1.00	0.94
PdomMRNAr1.2-10014.1	3788	VIGA	8	1872	1.00	1.00
PdomMRNAr1.2-10015.1	1772	augustus	8	942	0.96	0.85
PdomMRNAr1.2-10016.1	464	genemark	2	354	0.00	0.00
PdomMRNAr1.2-10017.1	3616	genemark	9	1809	1.00	1.00
PdomMRNAr1.2-10018.1	3209	genemark	6	1683	1.00	0.83
PdomMRNAr1.2-10019.1	6085	augustus	5	2685	1.00	0.85
PdomMRNAr1.2-10020.1	6677	genemark	12	2076	1.00	1.00
PdomMRNAr1.2-10021.1	3469	VIGA	5	885	1.00	0.80
PdomMRNAr1.2-10022.1	4435	augustus	6	1305	1.00	1.00
PdomMRNAr1.2-10023.1	23387	augustus	15	4713	0.99	0.86
PdomMRNAr1.2-10024.1	14971	augustus	28	4092	0.99	0.87
PdomMRNAr1.2-10025.1	3370	genemark	3	324	0.93	0.63
PdomMRNAr1.2-10026.1	572	genemark	2	291	0.00	0.00
PdomMRNAr1.2-10027.1	3936	snap	7	1194	1.00	0.95
PdomMRNAr1.2-10028.1	3261	genemark	6	1218	1.00	1.00
PdomMRNAr1.2-10030.1	8136	genemark	11	1512	1.00	1.00
PdomMRNAr1.2-10031.1	2869	augustus	5	726	1.00	1.00
PdomMRNAr1.2-10032.1	2527	snap	6	405	0.32	0.10
PdomMRNAr1.2-10033.1	3062	snap	5	1110	1.00	0.95
PdomMRNAr1.2-10034.1	755	genemark	3	465	0.85	0.55
PdomMRNAr1.2-10035.1	977	genemark	2	225	0.09	0.03
PdomMRNAr1.2-10036.1	2741	genemark	5	1506	1.00	1.00
PdomMRNAr1.2-10037.1	1336	augustus	2	591	1.00	0.95
PdomMRNAr1.2-10038.1	2428	genemark	6	684	1.00	0.97
PdomMRNAr1.2-10039.1	4606	VIGA	13	2268	1.00	0.95
PdomMRNAr1.2-10040.1	5346	genemark	10	2427	1.00	0.99
PdomMRNAr1.2-10041.1	858	genemark	4	261	0.98	0.29
PdomMRNAr1.2-10042.1	1368	genemark	1	1368	0.82	0.85
PdomMRNAr1.2-10043.1	4695	genemark	4	1179	1.00	1.00
PdomMRNAr1.2-10044.1	2380	genemark	7	1503	1.00	0.96
PdomMRNAr1.2-10045.1	2363	genemark	7	1071	1.00	0.99
PdomMRNAr1.2-10046.1	3570	VIGA	4	2781	0.98	0.96
PdomMRNAr1.2-10047.1	840	VIGA	3	366	1.00	0.95
PdomMRNAr1.2-10048.1	5964	VIGA	17	3645	1.00	0.94
PdomMRNAr1.2-10049.1	2421	VIGA	8	1149	1.00	0.91
PdomMRNAr1.2-10050.1	5074	VIGA	17	3366	1.00	1.00
PdomMRNAr1.2-10051.1	3516	snap	5	891	1.00	0.50
PdomMRNAr1.2-10052.1	489	genemark	1	489	0.91	0.87
PdomMRNAr1.2-10055.1	396	genemark	3	222	1.00	0.60
PdomMRNAr1.2-10056.1	9477	snap	4	696	0.53	0.16
PdomMRNAr1.2-10057.1	4458	genemark	10	2868	1.00	1.00
PdomMRNAr1.2-10058.1	2351	snap	4	288	0.89	0.32
PdomMRNAr1.2-10059.1	6329	genemark	5	705	1.00	1.00
PdomMRNAr1.2-10060.1	3895	genemark	6	837	1.00	1.00
PdomMRNAr1.2-10061.1	342	genemark	2	237	0.00	0.00
PdomMRNAr1.2-10062.1	1682	snap	3	564	1.00	0.35
PdomMRNAr1.2-10063.1	1336	VIGA	3	717	1.00	0.60
PdomMRNAr1.2-10064.1	3701	genemark	7	1164	1.00	0.99
PdomMRNAr1.2-10065.1	4863	genemark	7	798	1.00	1.00
PdomMRNAr1.2-10066.1	2339	snap	7	1533	1.00	0.85
PdomMRNAr1.2-10067.1	1169	augustus	2	483	1.00	0.95
PdomMRNAr1.2-10068.1	1225	augustus	3	489	1.00	0.30
PdomMRNAr1.2-10069.1	609	augustus	3	423	1.00	0.60
PdomMRNAr1.2-10070.1	42684	augustus	12	1689	0.18	0.05
PdomMRNAr1.2-10071.1	933	genemark	4	219	0.85	0.50
PdomMRNAr1.2-10072.1	2694	augustus	6	1719	1.00	1.00
PdomMRNAr1.2-10073.1	9218	augustus	3	795	0.03	0.01
PdomMRNAr1.2-10074.1	1488	augustus	4	681	1.00	1.00
PdomMRNAr1.2-10075.1	2031	augustus	3	1245	1.00	0.98
PdomMRNAr1.2-10076.1	420	snap	2	339	0.00	0.00
PdomMRNAr1.2-10077.1	1008	snap	4	291	0.85	0.30
PdomMRNAr1.2-10078.1	2412	genemark	4	318	1.00	1.00
PdomMRNAr1.2-10079.1	7266	genemark	21	3114	1.00	1.00
PdomMRNAr1.2-10080.1	7707	snap	10	4533	1.00	0.93
PdomMRNAr1.2-10081.1	506	genemark	2	381	1.00	0.90
PdomMRNAr1.2-10082.1	4780	snap	12	2955	1.00	0.90
PdomMRNAr1.2-10083.1	2239	genemark	3	2091	1.00	0.60
PdomMRNAr1.2-10084.1	2975	snap	8	777	1.00	0.78
PdomMRNAr1.2-10085.1	3008	snap	5	1395	0.45	0.14
PdomMRNAr1.2-10086.1	1940	genemark	5	1092	0.99	0.80
PdomMRNAr1.2-10087.1	6035	augustus	12	2823	1.00	0.94
PdomMRNAr1.2-10088.1	7060	snap	6	306	0.08	0.02
PdomMRNAr1.2-10089.1	9870	VIGA	13	4587	1.00	0.95
PdomMRNAr1.2-10090.1	6477	VIGA	11	1596	1.00	0.99
PdomMRNAr1.2-10091.1	911	genemark	4	669	0.00	0.00
PdomMRNAr1.2-10092.1	5096	augustus	8	1050	1.00	0.83
PdomMRNAr1.2-10093.1	1473	augustus	3	1290	0.65	0.19
PdomMRNAr1.2-10094.1	2277	augustus	2	204	0.37	0.11
PdomMRNAr1.2-10095.1	4571	augustus	9	2154	1.00	1.00
PdomMRNAr1.2-10096.1	4079	snap	6	426	0.34	0.22
PdomMRNAr1.2-10097.1	14055	augustus	3	261	1.00	1.00
PdomMRNAr1.2-10098.1	1315	augustus	2	1176	0.75	0.23
PdomMRNAr1.2-10099.1	1785	snap	2	1506	1.00	0.95
PdomMRNAr1.2-10100.1	804	snap	4	285	0.44	0.13
PdomMRNAr1.2-10101.1	6070	snap	6	321	0.00	0.00
PdomMRNAr1.2-10102.1	2167	snap	5	996	1.00	0.50
PdomMRNAr1.2-10103.1	2766	snap	7	1014	1.00	0.85
PdomMRNAr1.2-10104.1	3041	snap	4	2172	1.00	1.00
PdomMRNAr1.2-10106.1	555	genemark	2	423	1.00	0.30
PdomMRNAr1.2-10107.1	2306	VIGA	8	804	1.00	0.92
PdomMRNAr1.2-10108.1	5243	VIGA	12	2064	1.00	1.00
PdomMRNAr1.2-10109.1	1094	VIGA	2	294	1.00	0.98
PdomMRNAr1.2-10110.1	1987	VIGA	5	1134	1.00	1.00
PdomMRNAr1.2-10111.1	13879	snap	6	1005	1.00	0.87
PdomMRNAr1.2-10112.1	9798	augustus	21	3249	1.00	0.91
PdomMRNAr1.2-10113.1	1067	augustus	2	516	1.00	1.00
PdomMRNAr1.2-10114.1	27526	genemark	17	3711	1.00	0.92
PdomMRNAr1.2-10115.1	3239	VIGA	9	1746	0.97	0.99
PdomMRNAr1.2-10116.1	3930	snap	3	246	0.70	0.21
PdomMRNAr1.2-10117.1	3006	snap	5	987	1.00	0.85
PdomMRNAr1.2-10118.1	2948	VIGA	3	789	1.00	1.00
PdomMRNAr1.2-10119.1	6333	VIGA	7	1221	1.00	1.00
PdomMRNAr1.2-10120.1	324	snap	1	324	1.00	0.79
PdomMRNAr1.2-10121.1	9178	augustus	4	546	0.37	0.11
PdomMRNAr1.2-10122.1	6493	genemark	7	2547	1.00	0.80
PdomMRNAr1.2-10125.1	3130	augustus	5	534	0.78	0.23
PdomMRNAr1.2-10126.1	1263	genemark	4	957	1.00	0.91
PdomMRNAr1.2-10127.1	2085	augustus	10	1215	1.00	0.90
PdomMRNAr1.2-10128.1	6737	augustus	7	1629	1.00	0.68
PdomMRNAr1.2-10129.1	1246	genemark	5	813	1.00	0.76
PdomMRNAr1.2-10130.1	1948	snap	8	810	1.00	0.97
PdomMRNAr1.2-10131.1	1104	genemark	2	993	0.01	0.00
PdomMRNAr1.2-10132.1	3814	snap	10	1362	1.00	0.66
PdomMRNAr1.2-10133.1	2387	snap	3	516	0.69	0.21
PdomMRNAr1.2-10134.1	4690	snap	5	594	0.13	0.04
PdomMRNAr1.2-10135.1	4446	snap	6	948	1.00	1.00
PdomMRNAr1.2-10136.1	4649	snap	5	996	0.09	0.03
PdomMRNAr1.2-10138.1	4050	VIGA	9	2697	1.00	1.00
PdomMRNAr1.2-10139.1	2846	snap	7	474	0.00	0.00
PdomMRNAr1.2-10140.1	3073	snap	3	1722	1.00	0.95
PdomMRNAr1.2-10141.1	1948	augustus	2	1698	0.89	0.27
PdomMRNAr1.2-10142.1	1056	genemark	2	966	1.00	0.90
PdomMRNAr1.2-10143.1	564	genemark	2	462	0.68	0.20
PdomMRNAr1.2-10145.1	5109	snap	8	2100	1.00	0.91
PdomMRNAr1.2-10146.1	2898	genemark	10	1557	1.00	0.95
PdomMRNAr1.2-10147.1	7075	genemark	6	1533	1.00	0.96
PdomMRNAr1.2-10148.1	1129	genemark	3	363	0.00	0.00
PdomMRNAr1.2-10149.1	10478	augustus	17	3198	1.00	0.84
PdomMRNAr1.2-10150.1	1820	snap	4	237	0.76	0.24
PdomMRNAr1.2-10151.1	304	snap	3	213	1.00	0.30
PdomMRNAr1.2-10152.1	1556	genemark	4	1080	1.00	0.90
PdomMRNAr1.2-10153.1	594	augustus	1	594	0.96	0.89
PdomMRNAr1.2-10154.1	14453	snap	18	2625	1.00	0.81
PdomMRNAr1.2-10155.1	2763	snap	6	2172	0.42	0.25
PdomMRNAr1.2-10156.1	5284	genemark	13	2820	1.00	0.96
PdomMRNAr1.2-10157.1	3291	genemark	6	2451	1.00	0.95
PdomMRNAr1.2-10158.1	1789	snap	3	516	1.00	0.95
PdomMRNAr1.2-10159.1	715	snap	2	333	0.00	0.00
PdomMRNAr1.2-10160.1	8566	snap	12	6861	0.33	0.10
PdomMRNAr1.2-10161.1	6644	genemark	13	5004	1.00	0.95
PdomMRNAr1.2-10162.1	1193	snap	4	258	1.00	0.30
PdomMRNAr1.2-10163.1	2606	augustus	5	1050	1.00	0.80
PdomMRNAr1.2-10164.1	9397	augustus	7	1272	1.00	0.90
PdomMRNAr1.2-10165.1	972	augustus	1	972	1.00	0.90
PdomMRNAr1.2-10166.1	2478	augustus	3	1449	1.00	1.00
PdomMRNAr1.2-10167.1	4128	augustus	9	1578	0.22	0.07
PdomMRNAr1.2-10168.1	7039	augustus	13	2514	0.97	0.89
PdomMRNAr1.2-10169.1	2696	augustus	3	1221	1.00	0.65
PdomMRNAr1.2-10170.1	2425	augustus	6	756	1.00	0.97
PdomMRNAr1.2-10171.1	4442	augustus	7	1734	0.70	0.46
PdomMRNAr1.2-10172.1	1861	augustus	7	1323	0.00	0.00
PdomMRNAr1.2-10173.1	875	snap	4	645	1.00	0.90
